product,signal,label,label_basis,year,q_start,quarter_label
Luvox (fluvoxamine maleate),Anosmia,양성,pure_update,2022,January,January - March 2022
Luvox (fluvoxamine maleate),Hyposmia,양성,pure_update,2022,January,January - March 2022
Nikita (pitavastatin),Drug reaction with eosinophilia and systemic symptoms (DRESS),음성,mixed_reviewed,2022,January,January - March 2022
Nikita (pitavastatin),Lichen planus,양성,mixed_reviewed,2022,January,January - March 2022
Nikita (pitavastatin),Immune-mediated myositis,양성,trunc_unverified,2022,January,January - March 2022
Ocrevus (ocrelizumab),Progressive multifocal leukoencephalopathy,양성,pure_update,2022,January,January - March 2022
Octagam 10%,Increased hypersensitivity reactions in patients receiving certain product lots,양성,pure_update,2022,January,January - March 2022
Orkambi (lumacaftor/ivacaftor),Anaphylactic reaction,양성,pure_update,2022,January,January - March 2022
Paxil (paroxetine hydrochloride),Anosmia,양성,pure_update,2022,January,January - March 2022
Paxil (paroxetine hydrochloride),Hyposmia,양성,pure_update,2022,January,January - March 2022
Paxil CR (paroxetine hydrochloride),Anosmia,양성,pure_update,2022,January,January - March 2022
Paxil CR (paroxetine hydrochloride),Hyposmia,양성,pure_update,2022,January,January - March 2022
Pexeva (paroxetine mesylate),Anosmia,양성,pure_update,2022,January,January - March 2022
Pexeva (paroxetine mesylate),Hyposmia,양성,pure_update,2022,January,January - March 2022
Pravachol (pravastatin sodium),Drug reaction with eosinophilia and systemic symptoms (DRESS),음성,mixed_reviewed,2022,January,January - March 2022
Pravachol (pravastatin sodium),Lichen planus,음성,mixed_reviewed,2022,January,January - March 2022
Pravachol (pravastatin sodium),Immune-mediated myositis,양성,trunc_unverified,2022,January,January - March 2022
Pristiq (desvenlafaxine succinate),Anosmia,양성,pure_update,2022,January,January - March 2022
Pristiq (desvenlafaxine succinate),Hyposmia,양성,pure_update,2022,January,January - March 2022
Prozac (fluoxetine hydrochloride),Anosmia,양성,pure_update,2022,January,January - March 2022
Prozac (fluoxetine hydrochloride),Hyposmia,양성,pure_update,2022,January,January - March 2022
Qtern (dapagliflozin,Sodium-glucose co-transporter 2 (SGLT2) inhibitor and lithium drug interaction,양성,pure_update,2022,January,January - March 2022
Qtern XR (dapagliflozin,Sodium-glucose co-transporter 2 (SGLT2) inhibitor and lithium drug interaction,양성,pure_update,2022,January,January - March 2022
Reblozyl (luspatercept-aamt),Extramedullary hematopoietic (EMH) masses,양성,pure_update,2022,January,January - March 2022
Roszet (ezetimibe,Lichen planus,양성,mixed_reviewed,2022,January,January - March 2022
Roszet (ezetimibe,Immune-mediated myositis,양성,trunc_unverified,2022,January,January - March 2022
Roszet (rosuvastatin and ezetimibe),Drug reaction with eosinophilia and systemic symptoms (DRESS),양성,mixed_reviewed,2022,January,January - March 2022
Sarafem (fluoxetine hydrochloride),Anosmia,양성,pure_update,2022,January,January - March 2022
Sarafem (fluoxetine hydrochloride),Hyposmia,양성,pure_update,2022,January,January - March 2022
Savella (milnacipran hydrochloride),Anosmia,양성,pure_update,2022,January,January - March 2022
Savella (milnacipran hydrochloride),Hyposmia,양성,pure_update,2022,January,January - March 2022
Segluromet (ertugliflozin,Sodium-glucose co-transporter 2 (SGLT2) inhibitor and lithium drug interaction,양성,pure_update,2022,January,January - March 2022
Selective serotonin reuptake inhibitors (SSRI) and serotonin and norepinephrine reuptake (SNRI) inhibitors,Anosmia,양성,pure_update,2022,January,January - March 2022
Selective serotonin reuptake inhibitors (SSRI) and serotonin and norepinephrine reuptake (SNRI) inhibitors,Hyposmia,양성,pure_update,2022,January,January - March 2022
Sertraline hydrochloride,Anosmia,양성,pure_update,2022,January,January - March 2022
Sertraline hydrochloride,Hyposmia,양성,pure_update,2022,January,January - March 2022
Sodium-glucos co-transporter (SGLT) 2 inhibitors,Sodium-glucose co-transporter 2 (SGLT2) inhibitor and lithium drug interaction,양성,pure_update,2022,January,January - March 2022
Steglatro (ertugliflozin),Sodium-glucose co-transporter 2 (SGLT2) inhibitor and lithium drug interaction,양성,pure_update,2022,January,January - March 2022
Steglujan (ertugliflozin,Sodium-glucose co-transporter 2 (SGLT2) inhibitor and lithium drug interaction,양성,pure_update,2022,January,January - March 2022
Symbyax (olanzapine,Anosmia,양성,pure_update,2022,January,January - March 2022
Symbyax (olanzapine,Hyposmia,양성,pure_update,2022,January,January - March 2022
Symdeko (tezacaftor/ivacaftor),Anaphylactic reaction,양성,pure_update,2022,January,January - March 2022
Synjardy (empagliflozin,Sodium-glucose co-transporter 2 (SGLT2) inhibitor and lithium drug interaction,양성,pure_update,2022,January,January - March 2022
Synjardy XR (empagliflozin,Sodium-glucose co-transporter 2 (SGLT2) inhibitor and lithium drug interaction,양성,pure_update,2022,January,January - March 2022
Trijardy XR (empagliflozin,Sodium-glucose co-transporter 2 (SGLT2) inhibitor and lithium drug interaction,양성,pure_update,2022,January,January - March 2022
Trikafta (elexacaftor,Anaphylactic reaction,양성,pure_update,2022,January,January - March 2022
Trintellix (vortioxetine hydrobromide),Anosmia,양성,pure_update,2022,January,January - March 2022
Trintellix (vortioxetine hydrobromide),Hyposmia,양성,pure_update,2022,January,January - March 2022
Venlafaxine hydrochloride,Anosmia,양성,pure_update,2022,January,January - March 2022
Venlafaxine hydrochloride,Hyposmia,양성,pure_update,2022,January,January - March 2022
Viibryd (vilazodone hydrochloride),Anosmia,양성,pure_update,2022,January,January - March 2022
Viibryd (vilazodone hydrochloride),Hyposmia,양성,pure_update,2022,January,January - March 2022
Vytorin (ezetimibe and simvastatin),Drug reaction with eosinophilia and systemic symptoms (DRESS),음성,mixed_reviewed,2022,January,January - March 2022
Vytorin (ezetimibe and simvastatin),Lichen planus,양성,mixed_reviewed,2022,January,January - March 2022
Vytorin (ezetimibe and simvastatin),Immune-mediated myositis,양성,trunc_unverified,2022,January,January - March 2022
Xigduo XR (dapagliflozin,Sodium-glucose co-transporter 2 (SGLT2) inhibitor and lithium drug interaction,양성,pure_update,2022,January,January - March 2022
Zocor (simvastatin),Drug reaction with eosinophilia and systemic symptoms (DRESS),음성,mixed_reviewed,2022,January,January - March 2022
Zocor (simvastatin),Lichen planus,양성,mixed_reviewed,2022,January,January - March 2022
Zocor (simvastatin),Immune-mediated myositis,양성,trunc_unverified,2022,January,January - March 2022
Zoloft (sertraline hydrochloride),Anosmia,양성,pure_update,2022,January,January - March 2022
Zoloft (sertraline hydrochloride),Hyposmia,양성,pure_update,2022,January,January - March 2022
Zypitamag (pitavastatin),Drug reaction with eosinophilia and systemic symptoms (DRESS),음성,mixed_reviewed,2022,January,January - March 2022
Zypitamag (pitavastatin),Lichen planus,양성,mixed_reviewed,2022,January,January - March 2022
Zypitamag (pitavastatin),Immune-mediated myositis,양성,trunc_unverified,2022,January,January - March 2022
[Immune Globulin Intravenous (Human)],Increased hypersensitivity reactions in patients receiving certain product lots,양성,pure_update,2022,January,January - March 2022
and ivacaftor),Anaphylactic reaction,양성,pure_update,2022,January,January - March 2022
atorvastatin calcium),Drug reaction with eosinophilia and systemic symptoms (DRESS),음성,mixed_reviewed,2022,January,January - March 2022
atorvastatin calcium),Lichen planus,음성,mixed_reviewed,2022,January,January - March 2022
atorvastatin calcium),Immune-mediated myositis,양성,trunc_unverified,2022,January,January - March 2022
atorvastatin),Drug reaction with eosinophilia and systemic symptoms (DRESS),음성,mixed_reviewed,2022,January,January - March 2022
atorvastatin),Lichen planus,음성,mixed_reviewed,2022,January,January - March 2022
atorvastatin),Immune-mediated myositis,양성,trunc_unverified,2022,January,January - March 2022
fluoxetine hydrochloride),Anosmia,양성,pure_update,2022,January,January - March 2022
fluoxetine hydrochloride),Hyposmia,양성,pure_update,2022,January,January - March 2022
linagliptin,Sodium-glucose co-transporter 2 (SGLT2) inhibitor and lithium drug interaction,양성,pure_update,2022,January,January - March 2022
linagliptin),Sodium-glucose co-transporter 2 (SGLT2) inhibitor and lithium drug interaction,양성,pure_update,2022,January,January - March 2022
metformin hydrochloride,Sodium-glucose co-transporter 2 (SGLT2) inhibitor and lithium drug interaction,양성,pure_update,2022,January,January - March 2022
metformin hydrochloride),Sodium-glucose co-transporter 2 (SGLT2) inhibitor and lithium drug interaction,양성,pure_update,2022,January,January - March 2022
rosuvastatin calcium),Lichen planus,양성,mixed_reviewed,2022,January,January - March 2022
rosuvastatin calcium),Immune-mediated myositis,양성,trunc_unverified,2022,January,January - March 2022
saxagliptin hydrochloride),Sodium-glucose co-transporter 2 (SGLT2) inhibitor and lithium drug interaction,양성,pure_update,2022,January,January - March 2022
sitagliptin phosphate),Sodium-glucose co-transporter 2 (SGLT2) inhibitor and lithium drug interaction,양성,pure_update,2022,January,January - March 2022
tezacaftor,Anaphylactic reaction,양성,pure_update,2022,January,January - March 2022
"Allergenic Extract – Peanut (Arachis hypogaea) - For Diagnostic Use Only, manufactured by ALK-Abelló, Inc","Certain product lots were associated with increased reports of false negative skin test results, with some cases of anaphylaxis from subsequent peanut exposure",양성,trunc_unverified,2022,July,July - September 2022
Amondys 45 (casimersen),Hypersensitivity,양성,pure_update,2022,July,July - September 2022
Astagraf XL (tacrolimus),Drug interaction,양성,pure_update,2022,July,July - September 2022
Certain naloxone hydrochloride product (generic product for the trade name Narcan),Dose omission error associated with packaging confusion,양성,pure_update,2022,July,July - September 2022
Certain neostigmine methylsulfate product (generic product for the trade name Bloxiverz),Risk of wrong drug medication errors associated with look-alike neostigmine and phenylephrine container labels,양성,pure_update,2022,July,July - September 2022
Certain phenylephrine hydrochloride product (generic product for the trade name Vazculep),Risk of wrong drug medication errors associated with look-alike neostigmine and phenylephrine container labels,양성,pure_update,2022,July,July - September 2022
Certain potassium chloride for injection concentrate product (generic product),Risk of medication errors associated with packaging change from glass bottle to plastic bag,양성,pure_update,2022,July,July - September 2022
Diskets (methadone hydrochloride),Hypoglycemia,양성,pure_update,2022,July,July - September 2022
Envarsus XR (tacrolimus),Drug interaction,양성,pure_update,2022,July,July - September 2022
Gilotrif (afatinib),Radiation recall phenomenon,음성,mixed_reviewed,2022,July,July - September 2022
Imuran (azathioprine),Cholestasis of pregnancy,양성,trunc_unverified,2022,July,July - September 2022
Iressa (gefitinib),Radiation recall phenomenon,음성,mixed_reviewed,2022,July,July - September 2022
Kesimpta (ofatumumab),Infection,보류,pending,2022,July,July - September 2022
Lanreotide,Exocrine pancreatic function test abnormal,양성,pure_update,2022,July,July - September 2022
Lutathera (lutetium Lu 177 dotatate),Tumor lysis syndrome,음성,mixed_reviewed,2022,July,July - September 2022
Lutathera (lutetium Lu 177 dotatate),Extravasation,양성,mixed_reviewed,2022,July,July - September 2022
Methadone Hydrochloride Injection,Hypoglycemia,양성,pure_update,2022,July,July - September 2022
Methadose (methadone hydrochloride),Hypoglycemia,양성,pure_update,2022,July,July - September 2022
Mycapssa (octreotide),Exocrine pancreatic function test abnormal,양성,pure_update,2022,July,July - September 2022
Ocrevus (ocrelizumab),Infection,보류,pending,2022,July,July - September 2022
Ocrevus (ocrelizumab),Pyoderma gangrenosum,양성,pure_update,2022,July,July - September 2022
Pluvicto (lutetium Lu 177 vipivotide tetraxetan),Tumor lysis syndrome,음성,mixed_reviewed,2022,July,July - September 2022
Pluvicto (lutetium Lu 177 vipivotide tetraxetan),Extravasation,음성,mixed_reviewed,2022,July,July - September 2022
Prograf (tacrolimus),Drug interaction,양성,pure_update,2022,July,July - September 2022
Prograf Granules (tacrolimus),Drug interaction,양성,pure_update,2022,July,July - September 2022
Purinethol (mercaptopurine),Cholestasis of pregnancy,양성,trunc_unverified,2022,July,July - September 2022
Purixan (mercaptopurine),Cholestasis of pregnancy,양성,trunc_unverified,2022,July,July - September 2022
Rydapt (midostaurin),Acute febrile neutrophilic dermatosis,양성,pure_update,2022,July,July - September 2022
Sandostatin (octreotide acetate),Exocrine pancreatic function test abnormal,양성,pure_update,2022,July,July - September 2022
Sandostatin LAR Depot (octreotide acetate),Exocrine pancreatic function test abnormal,양성,pure_update,2022,July,July - September 2022
Signifor (pasireotide),Exocrine pancreatic function test abnormal,양성,pure_update,2022,July,July - September 2022
Signifor LAR (pasireotide),Exocrine pancreatic function test abnormal,양성,pure_update,2022,July,July - September 2022
Somatuline Depot (lanreotide),Exocrine pancreatic function test abnormal,양성,pure_update,2022,July,July - September 2022
Tabloid (Thioguanine)*,Cholestasis of pregnancy,양성,trunc_unverified,2022,July,July - September 2022
Tagrisso (osimertinib),Radiation recall phenomenon,음성,mixed_reviewed,2022,July,July - September 2022
Tarceva (erlotinib),Radiation recall phenomenon,음성,mixed_reviewed,2022,July,July - September 2022
Vizimpro (dacomitinib),Radiation recall phenomenon,음성,mixed_reviewed,2022,July,July - September 2022
Vizimpro (dacomitinib),Hepatic and hepatobiliary disorders,음성,mixed_reviewed,2022,July,July - September 2022
Abilify (aripiprazole),Fecal incontinence,양성,mixed_reviewed,2022,October,October - December 2022
Abilify Maintena (aripiprazole),Fecal incontinence,양성,mixed_reviewed,2022,October,October - December 2022
Abilify Mycite (aripiprazole),Fecal incontinence,양성,mixed_reviewed,2022,October,October - December 2022
Apretude (cabotegravir extended-release injectable suspension),Anaphylactic reaction,양성,pure_update,2022,October,October - December 2022
Aristada (aripiprazole lauroxil),Fecal incontinence,양성,mixed_reviewed,2022,October,October - December 2022
Atypical antipsychotics,Fecal incontinence,양성,mixed_reviewed,2022,October,October - December 2022
Avonex (interferon beta-1a),Pulmonary hypertension,양성,pure_update,2022,October,October - December 2022
Betaseron (interferon beta-1b),Pulmonary hypertension,양성,pure_update,2022,October,October - December 2022
Cabenuva (cabotegravir extended-release injectable suspension,Anaphylactic reaction,양성,pure_update,2022,October,October - December 2022
Caplyta (lumateperone),Fecal incontinence,음성,mixed_reviewed,2022,October,October - December 2022
Certain chlorpromazine hydrochloride product (generic product),Similar tablet appearance that may contribute to wrong drug errors,양성,pure_update,2022,October,October - December 2022
Certain glipizide extended-release product (generic product for the trade name Glucotrol XL),Similar tablet appearance that may contribute to wrong drug errors,양성,pure_update,2022,October,October - December 2022
"Clenpiq (sodium picosulfate, magnesium oxide, and anhydrous citric acid)",Syncope,양성,pure_update,2022,October,October - December 2022
Clozaril (clozapine),Fecal incontinence,양성,mixed_reviewed,2022,October,October - December 2022
Definity (perflutren lipid microsphere),Sickle cell anemia with crisis,양성,mixed_reviewed,2022,October,October - December 2022
Eliquis (apixaban),Acute kidney injury,음성,mixed_reviewed,2022,October,October - December 2022
Extavia (interferon beta-1b),Pulmonary hypertension,양성,pure_update,2022,October,October - December 2022
Fanapt (iloperidone),Fecal incontinence,음성,mixed_reviewed,2022,October,October - December 2022
Geodon (ziprasidone mesylate),Fecal incontinence,음성,mixed_reviewed,2022,October,October - December 2022
Geodon (ziprasidone),Fecal incontinence,음성,mixed_reviewed,2022,October,October - December 2022
Hydroxychloroquine sulfate,Hepatotoxicity,양성,pure_update,2022,October,October - December 2022
Hydroxychloroquine sulfate,Neuropsychiatric symptoms,양성,mixed_reviewed,2022,October,October - December 2022
Invega (paliperidone),Fecal incontinence,음성,mixed_reviewed,2022,October,October - December 2022
Invega Hafyera (paliperidone palmitate),Fecal incontinence,음성,mixed_reviewed,2022,October,October - December 2022
Invega Trinza (paliperidone palmitate),Fecal incontinence,음성,mixed_reviewed,2022,October,October - December 2022
Kalydeco (ivacaftor),Acute pancreatitis,음성,mixed_reviewed,2022,October,October - December 2022
Latuda (lurasidone hydrochloride),Fecal incontinence,음성,mixed_reviewed,2022,October,October - December 2022
Lumason (sulfur hexafluoride lipid-type A microspheres),Sickle cell anemia with crisis,음성,mixed_reviewed,2022,October,October - December 2022
Lybalvi (olanzapine and samidorphan),Fecal incontinence,양성,mixed_reviewed,2022,October,October - December 2022
Nexletol (bempedoic acid),Rhabdomyolysis,음성,mixed_reviewed,2022,October,October - December 2022
Nexlizet (bempedoic acid and ezetimibe),Rhabdomyolysis,음성,mixed_reviewed,2022,October,October - December 2022
Non-steroidal anti-inflammatory drugs (NSAIDs),Generalized bullous fixed drug eruption,양성,mixed_reviewed,2022,October,October - December 2022
Nuplazid (pimavanserin),Fecal incontinence,양성,mixed_reviewed,2022,October,October - December 2022
Optison (perflutren protein-type A microspheres),Sickle cell anemia with crisis,음성,mixed_reviewed,2022,October,October - December 2022
Orkambi (lumacaftor and ivacaftor),Acute pancreatitis,음성,mixed_reviewed,2022,October,October - December 2022
Perseris (risperidone),Fecal incontinence,음성,mixed_reviewed,2022,October,October - December 2022
Plaquenil (hydroxychloroquine sulfate),Hepatotoxicity,양성,pure_update,2022,October,October - December 2022
Plaquenil (hydroxychloroquine sulfate),Neuropsychiatric symptoms,양성,mixed_reviewed,2022,October,October - December 2022
Plegridy (peginterferon beta-1a),Pulmonary hypertension,양성,pure_update,2022,October,October - December 2022
Pradaxa (dabigatran etexilate mesylate),Acute kidney injury,양성,mixed_reviewed,2022,October,October - December 2022
"Prepopik (sodium picosulfate, magnesium oxide, and anhydrous citric acid)",Syncope,양성,pure_update,2022,October,October - December 2022
Primaquine (primaquine phosphate),Neuropsychiatric symptoms,음성,mixed_reviewed,2022,October,October - December 2022
Prolia (denosumab),Hypocalcemia,양성,trunc_unverified,2022,October,October - December 2022
Rebif (interferon beta-1a),Pulmonary hypertension,양성,pure_update,2022,October,October - December 2022
Rexulti (brexpiprazole),Fecal incontinence,음성,mixed_reviewed,2022,October,October - December 2022
Risperdal (risperidone),Fecal incontinence,음성,mixed_reviewed,2022,October,October - December 2022
Risperdal Consta (risperidone),Fecal incontinence,음성,mixed_reviewed,2022,October,October - December 2022
Rykindo (risperidone),Fecal incontinence,음성,mixed_reviewed,2022,October,October - December 2022
Saphris (asenapine),Fecal incontinence,음성,mixed_reviewed,2022,October,October - December 2022
Savaysa (edoxaban),Acute kidney injury,양성,mixed_reviewed,2022,October,October - December 2022
Secuado (asenapine),Fecal incontinence,음성,mixed_reviewed,2022,October,October - December 2022
Semglee (insulin glargine),Device malfunction,보류,pending,2022,October,October - December 2022
Seroquel (quetiapine),Fecal incontinence,양성,mixed_reviewed,2022,October,October - December 2022
Seroquel XR (quetiapine),Fecal incontinence,양성,mixed_reviewed,2022,October,October - December 2022
Spravato (esketamine),Respiratory depression,양성,pure_update,2022,October,October - December 2022
Symbyax (olanzapine and fluoxetine),Fecal incontinence,양성,mixed_reviewed,2022,October,October - December 2022
Symdeko (tezacaftor/ivacaftor),Acute pancreatitis,음성,mixed_reviewed,2022,October,October - December 2022
Tivdak (tisotumab vedotin-tftv),Stevens-Johnson syndrome,양성,pure_update,2022,October,October - December 2022
"Trikafta (elexacaftor, tezacaftor, and ivacaftor)",Acute pancreatitis,음성,mixed_reviewed,2022,October,October - December 2022
Versacloz (clozapine),Fecal incontinence,양성,mixed_reviewed,2022,October,October - December 2022
Vocabria (cabotegravir),Anaphylactic reaction,양성,pure_update,2022,October,October - December 2022
Vraylar (cariprazine),Fecal incontinence,음성,mixed_reviewed,2022,October,October - December 2022
Xarelto (rivaroxaban),Acute kidney injury,양성,mixed_reviewed,2022,October,October - December 2022
Zyprexa (olanzapine),Fecal incontinence,양성,mixed_reviewed,2022,October,October - December 2022
Zyprexa Relprevv (olanzapine),Fecal incontinence,양성,mixed_reviewed,2022,October,October - December 2022
Zyprexa Zydis (olanzapine),Fecal incontinence,양성,mixed_reviewed,2022,October,October - December 2022
"rilpivirine extended-release injectable suspension), co-packaged for intramuscular use",Anaphylactic reaction,양성,pure_update,2022,October,October - December 2022
Acetadote (acetylcysteine),Overdose,양성,trunc_unverified,2023,April,April - June 2023
Actonel (risedronate sodium),Non-femoral atypical fracture,보류,pending,2023,April,April - June 2023
Adlarity (donepezil transdermal system),Electrocardiogram QT prolonged,음성,mixed_reviewed,2023,April,April - June 2023
Adlarity (donepezil transdermal system),Torsade de pointes,음성,mixed_reviewed,2023,April,April - June 2023
Aimovig (erenumab-aooe),Raynaud’s phenomenon,보류,pending,2023,April,April - June 2023
Ajovy (fremanezumab-vfrm),Raynaud’s phenomenon,보류,pending,2023,April,April - June 2023
Altoprev (lovastatin extended-release),Myasthenia gravis,보류,pending,2023,April,April - June 2023
Aricept (donepezil hydrochloride),Electrocardiogram QT prolonged,음성,mixed_reviewed,2023,April,April - June 2023
Aricept (donepezil hydrochloride),Torsade de pointes,음성,mixed_reviewed,2023,April,April - June 2023
Aricept ODT (donepezil hydrochloride),Electrocardiogram QT prolonged,음성,mixed_reviewed,2023,April,April - June 2023
Aricept ODT (donepezil hydrochloride),Torsade de pointes,음성,mixed_reviewed,2023,April,April - June 2023
Arimidex (anastrozole),Tendon disorders,양성,pure_update,2023,April,April - June 2023
Aromasin (exemestane),Tendon disorders,양성,pure_update,2023,April,April - June 2023
Aromatase inhibitors,Tendon disorders,양성,pure_update,2023,April,April - June 2023
Atelvia (risedronate sodium),Non-femoral atypical fracture,보류,pending,2023,April,April - June 2023
Atorvaliq (atorvastatin calcium),Myasthenia gravis,보류,pending,2023,April,April - June 2023
Avonex (interferon beta-1a),Myocardial infarction,음성,pure_noaction,2023,April,April - June 2023
Bactrim (sulfamethoxazole and trimethoprim),Acute respiratory failure,양성,pure_update,2023,April,April - June 2023
Bafiertam (monomethyl fumarate),Gastrointestinal haemorrhage,보류,pending,2023,April,April - June 2023
Betaseron (interferon beta-1b),Myocardial infarction,음성,pure_noaction,2023,April,April - June 2023
Binosto (alendronate sodium),Non-femoral atypical fracture,보류,pending,2023,April,April - June 2023
Bisphosphonates,Non-femoral atypical fracture,보류,pending,2023,April,April - June 2023
Bloxiverz (neostigmine methylsulfate),Electrocardiogram QT prolonged,음성,mixed_reviewed,2023,April,April - June 2023
Bloxiverz (neostigmine methylsulfate),Torsade de pointes,음성,mixed_reviewed,2023,April,April - June 2023
Boniva (ibandronate sodium),Non-femoral atypical fracture,보류,pending,2023,April,April - June 2023
Brilinta (ticagrelor),Drug-drug interaction leading to an increased risk of rhabdomyolysis,양성,pure_update,2023,April,April - June 2023
Brineura (cerliponase alfa),Hypersensitivity,양성,pure_update,2023,April,April - June 2023
Bylvay (odevixibat),Hemorrhage,양성,pure_update,2023,April,April - June 2023
Caduet (amlodipine and atorvastatin),Myasthenia gravis,보류,pending,2023,April,April - June 2023
Calcitonin gene-related peptide receptor antagonists,Raynaud’s phenomenon,보류,pending,2023,April,April - June 2023
Cerezyme (imiglucerase),Hypersensitivity,양성,pure_update,2023,April,April - June 2023
Certain Magnesium Sulfate in Dextrose Injection (generic product),Look alike container labels that may contribute to wrong drug errors,음성,mixed_reviewed,2023,April,April - June 2023
Certain acetaminophen and oxycodone product (generic product),Similar tablet appearance that may contribute to wrong drug errors,음성,mixed_reviewed,2023,April,April - June 2023
Certain fluorouracil product (generic product for the trade name Efudex),Look alike container labels that contribute to wrong drug errors,양성,mixed_reviewed,2023,April,April - June 2023
Certain loratadine product (generic product for the trade name Claritin),Similar tablet appearance that may contribute to wrong drug errors,양성,mixed_reviewed,2023,April,April - June 2023
Cholinesterase inhibitors,Electrocardiogram QT prolonged,음성,mixed_reviewed,2023,April,April - June 2023
Cholinesterase inhibitors,Torsade de pointes,음성,mixed_reviewed,2023,April,April - June 2023
Crestor (rosuvastatin),Drug-drug interaction leading to an increased risk of rhabdomyolysis,양성,pure_update,2023,April,April - June 2023
Crestor (rosuvastatin),Myasthenia gravis,보류,pending,2023,April,April - June 2023
Dotarem (gadoterate meglumine),Pancreatitis acute,양성,pure_update,2023,April,April - June 2023
Elelyso (taliglucerase alfa),Hypersensitivity,양성,pure_update,2023,April,April - June 2023
Elucirem (gadopiclenol),Pancreatitis acute,양성,pure_update,2023,April,April - June 2023
Emgality (galcanezumab-gnlm),Raynaud’s phenomenon,보류,pending,2023,April,April - June 2023
Enlon-Plus (edrophonium chloride and atropine sulfate),Electrocardiogram QT prolonged,음성,mixed_reviewed,2023,April,April - June 2023
Enlon-Plus (edrophonium chloride and atropine sulfate),Torsade de pointes,음성,mixed_reviewed,2023,April,April - June 2023
Enzyme replacement therapy,Hypersensitivity,양성,pure_update,2023,April,April - June 2023
Eovist (gadoxetate disodium),Pancreatitis acute,양성,pure_update,2023,April,April - June 2023
Exelon Patch (rivastigmine transdermal system),Electrocardiogram QT prolonged,양성,mixed_reviewed,2023,April,April - June 2023
Exelon Patch (rivastigmine transdermal system),Torsade de pointes,양성,mixed_reviewed,2023,April,April - June 2023
Extavia (interferon beta-1b),Myocardial infarction,음성,pure_noaction,2023,April,April - June 2023
Ezallor Sprinkle (rosuvastatin),Drug-drug interaction leading to an increased risk of rhabdomyolysis,양성,pure_update,2023,April,April - June 2023
Ezallor Sprinkle (rosuvastatin),Myasthenia gravis,보류,pending,2023,April,April - June 2023
Fabrazyme (agalsidase beta),Hypersensitivity,양성,pure_update,2023,April,April - June 2023
Femara (letrozole),Tendon disorders,양성,pure_update,2023,April,April - June 2023
Flolipid (simvastatin),Myasthenia gravis,보류,pending,2023,April,April - June 2023
Fosamax (alendronate sodium),Non-femoral atypical fracture,보류,pending,2023,April,April - June 2023
Fosamax Plus D (alendronate sodium/cholecalciferol),Non-femoral atypical fracture,보류,pending,2023,April,April - June 2023
Gadavist (gadobutrol),Pancreatitis acute,양성,pure_update,2023,April,April - June 2023
Gadolinium-based contrast agents,Pancreatitis acute,양성,pure_update,2023,April,April - June 2023
Galzin (zinc acetate),Cytopenia,양성,pure_update,2023,April,April - June 2023
Generic products containing HMG-CoA reductase inhibitors,Myasthenia gravis,보류,pending,2023,April,April - June 2023
Generic products containing bisphosphonates,Non-femoral atypical fracture,보류,pending,2023,April,April - June 2023
"Generic products containing dimethyl fumarate, diroximel fumarate or monomethyl fumarate",Gastrointestinal haemorrhage,보류,pending,2023,April,April - June 2023
Generic products containing sulfamethoxazole and trimethoprim,Acute respiratory failure,양성,pure_update,2023,April,April - June 2023
Givlaari (givosiran),Hyperhomocysteinemia,음성,mixed_reviewed,2023,April,April - June 2023
Givlaari (givosiran),Pancreatitis,양성,pure_update,2023,April,April - June 2023
HMG-CoA reductase inhibitors,Myasthenia gravis,보류,pending,2023,April,April - June 2023
Isoniazid,Severe cutaneous adverse reactions,양성,pure_update,2023,April,April - June 2023
Kalydeco (ivacaftor),Cataract congenital,음성,mixed_reviewed,2023,April,April - June 2023
Kanuma (sebelipase alfa),Hypersensitivity,양성,pure_update,2023,April,April - June 2023
Lescol XL (fluvastatin sodium),Myasthenia gravis,보류,pending,2023,April,April - June 2023
Liptruzet (ezetimibe and atorvastatin),Myasthenia gravis,보류,pending,2023,April,April - June 2023
Livalo (pitavastatin),Myasthenia gravis,보류,pending,2023,April,April - June 2023
Livmarli (maralixibat),Hemorrhage,양성,pure_update,2023,April,April - June 2023
Mestinon (pyridostigmine bromide),Electrocardiogram QT prolonged,음성,mixed_reviewed,2023,April,April - June 2023
Mestinon (pyridostigmine bromide),Torsade de pointes,음성,mixed_reviewed,2023,April,April - June 2023
Midazolam in Sodium Chloride Injection,Look alike container labels that may contribute to wrong drug errors,양성,mixed_reviewed,2023,April,April - June 2023
Mounjaro (tirzepatide),Hypersensitivity,양성,pure_update,2023,April,April - June 2023
MultiHance (gadobenate dimeglumine),Pancreatitis acute,양성,pure_update,2023,April,April - June 2023
MultiHance Multipack (gadobenate dimeglumine),Pancreatitis acute,양성,pure_update,2023,April,April - June 2023
Naglazyme (galsulfase),Hypersensitivity,양성,pure_update,2023,April,April - June 2023
Namzaric (memantine and donepezil hydrochlorides),Electrocardiogram QT prolonged,음성,mixed_reviewed,2023,April,April - June 2023
Namzaric (memantine and donepezil hydrochlorides),Torsade de pointes,음성,mixed_reviewed,2023,April,April - June 2023
Neostigmine methylsulfate,Electrocardiogram QT prolonged,음성,mixed_reviewed,2023,April,April - June 2023
Neostigmine methylsulfate,Torsade de pointes,음성,mixed_reviewed,2023,April,April - June 2023
Nikita (pitavastatin),Myasthenia gravis,보류,pending,2023,April,April - June 2023
